565.2,-0.012,-0.009,-0.013
565.4,-0.012,-0.009,-0.014
565.6,-0.012,-0.009,-0.014
565.8,-0.012,-0.01,-0.014
566,-0.012,-0.01,-0.014
566.2,-0.012,-0.01,-0.014
566.4,-0.012,-0.01,-0.014
566.6,-0.012,-0.01,-0.014
566.8,-0.012,-0.01,-0.014
567,-0.012,-0.01,-0.015
567.2,-0.012,-0.01,-0.015
567.4,-0.012,-0.01,-0.015
567.6,-0.012,-0.011,-0.015
567.8,-0.012,-0.011,-0.015
568,-0.012,-0.011,-0.015
568.2,-0.012,-0.011,-0.016
568.4,-0.012,-0.011,-0.015
568.6,-0.012,-0.011,-0.016
568.8,-0.012,-0.011,-0.016
569,-0.012,-0.011,-0.016
569.2,-0.012,-0.011,-0.016
569.4,-0.013,-0.011,-0.016
569.6,-0.012,-0.011,-0.015
569.8,-0.012,-0.011,-0.016
570,-0.012,-0.011,-0.016
570.2,-0.012,-0.011,-0.016
570.4,-0.013,-0.011,-0.016
570.6,-0.013,-0.011,-0.016
570.8,-0.013,-0.011,-0.017
571,-0.013,-0.011,-0.017
571.2,-0.013,-0.011,-0.017
571.4,-0.013,-0.011,-0.017
571.6,-0.013,-0.011,-0.017
571.8,-0.013,-0.011,-0.016
572,-0.013,-0.011,-0.017
572.2,-0.013,-0.011,-0.017
572.4,-0.013,-0.011,-0.017
572.6,-0.013,-0.011,-0.017
572.8,-0.013,-0.011,-0.017
573,-0.013,-0.011,-0.017
573.2,-0.014,-0.011,-0.017
573.4,-0.014,-0.011,-0.017
573.6,-0.014,-0.011,-0.017
